age_id,nea,year,age,age_class,alive_status
1,1001,1978,NULL,A,A
2,1001,1979,NULL,A,A
3,1001,1980,NULL,A,A
4,1001,1981,NULL,A,A
5,1001,1982,NULL,A,A
6,1001,1983,NULL,A,A
7,1001,1984,NULL,A,A
8,1001,1985,NULL,A,A
9,1001,1986,NULL,A,A
10,1001,1987,NULL,A,A
11,1001,1988,NULL,A,A
12,1001,1989,NULL,A,A
13,1001,1990,NULL,A,A
14,1001,1991,NULL,A,A
15,1001,1992,NULL,A,A
16,1001,1993,NULL,A,A
17,1001,1994,NULL,A,A
18,1001,1995,NULL,A,A
19,1001,1996,NULL,A,A
20,1001,1997,NULL,A,A
21,1001,1998,NULL,A,P
22,1001,1999,NULL,A,SP
23,1001,2000,NULL,A,SP
24,1001,2001,NULL,A,SP
25,1001,2002,NULL,A,SP
26,1001,2003,NULL,A,SP
27,1001,2004,NULL,A,SP
28,1001,2005,NULL,A,SP
29,1001,2006,NULL,A,SP
30,1001,2007,NULL,A,SP
31,1001,2008,NULL,A,SP
32,1001,2009,NULL,A,SP
33,1001,2010,NULL,A,SP
34,1001,2011,NULL,A,SP
35,1001,2012,NULL,A,SP
36,1001,2013,NULL,A,SP
37,1001,2014,NULL,A,SP
38,1001,2015,NULL,A,SP
39,1001,2016,NULL,A,SP
40,1001,2017,NULL,A,SP
41,1001,2018,NULL,A,SP
42,1002,1973,NULL,A,A
43,1002,1974,NULL,A,A
44,1002,1975,NULL,A,A
45,1002,1976,NULL,A,A
46,1002,1977,NULL,A,A
47,1002,1978,NULL,A,A
48,1002,1979,NULL,A,P
49,1002,1980,NULL,A,SP
50,1002,1981,NULL,A,SP
51,1002,1982,NULL,A,SP
52,1002,1983,NULL,A,SP
53,1002,1984,NULL,A,SP
54,1002,1985,NULL,A,SP
55,1002,1986,NULL,A,SP
56,1002,1987,NULL,A,SP
57,1002,1988,NULL,A,SP
58,1002,1989,NULL,A,SP
59,1002,1990,NULL,A,SP
60,1002,1991,NULL,A,SP
61,1002,1992,NULL,A,SP
62,1002,1993,NULL,A,SP
63,1002,1994,NULL,A,SP
64,1002,1995,NULL,A,SP
65,1002,1996,NULL,A,SP
66,1002,1997,NULL,A,SP
67,1002,1998,NULL,A,SP
68,1002,1999,NULL,A,SP
69,1002,2000,NULL,A,SP
70,1002,2001,NULL,A,SP
71,1002,2002,NULL,A,SP
72,1002,2003,NULL,A,SP
73,1002,2004,NULL,A,SP
74,1002,2005,NULL,A,SP
75,1002,2006,NULL,A,SP
76,1002,2007,NULL,A,SP
77,1002,2008,NULL,A,SP
78,1002,2009,NULL,A,SP
79,1002,2010,NULL,A,SP
80,1002,2011,NULL,A,SP
81,1002,2012,NULL,A,SP
82,1002,2013,NULL,A,SP
83,1002,2014,NULL,A,SP
84,1002,2015,NULL,A,SP
85,1002,2016,NULL,A,SP
86,1002,2017,NULL,A,SP
87,1002,2018,NULL,A,SP
88,1003,1975,NULL,U,A
89,1003,1976,NULL,U,A
90,1003,1977,NULL,U,A
91,1003,1978,NULL,U,A
92,1003,1979,NULL,U,A
93,1003,1980,NULL,U,A
94,1003,1981,NULL,U,P
95,1003,1982,NULL,U,SP
96,1003,1983,NULL,A,SP
97,1003,1984,NULL,A,SP
98,1003,1985,NULL,A,SP
99,1003,1986,NULL,A,SP
100,1003,1987,NULL,A,SP
101,1003,1988,NULL,A,SP
102,1003,1989,NULL,A,SP
103,1003,1990,NULL,A,SP
104,1003,1991,NULL,A,SP
105,1003,1992,NULL,A,SP
106,1003,1993,NULL,A,SP
107,1003,1994,NULL,A,SP
108,1003,1995,NULL,A,SP
109,1003,1996,NULL,A,SP
110,1003,1997,NULL,A,SP
111,1003,1998,NULL,A,SP
112,1003,1999,NULL,A,SP
113,1003,2000,NULL,A,SP
114,1003,2001,NULL,A,SP
115,1003,2002,NULL,A,SP
116,1003,2003,NULL,A,SP
117,1003,2004,NULL,A,SP
118,1003,2005,NULL,A,SP
119,1003,2006,NULL,A,SP
120,1003,2007,NULL,A,SP
121,1003,2008,NULL,A,SP
122,1003,2009,NULL,A,SP
123,1003,2010,NULL,A,SP
124,1003,2011,NULL,A,SP
125,1003,2012,NULL,A,SP
126,1003,2013,NULL,A,SP
127,1003,2014,NULL,A,SP
128,1003,2015,NULL,A,SP
129,1003,2016,NULL,A,SP
130,1003,2017,NULL,A,SP
131,1003,2018,NULL,A,SP
132,1004,1975,NULL,U,A
133,1004,1976,NULL,U,A
134,1004,1977,NULL,U,A
135,1004,1978,NULL,U,A
136,1004,1979,NULL,A,A
137,1004,1980,NULL,A,A
138,1004,1981,NULL,A,A
139,1004,1982,NULL,A,A
140,1004,1983,NULL,A,A
141,1004,1984,NULL,A,A
142,1004,1985,NULL,A,A
143,1004,1986,NULL,A,A
144,1004,1987,NULL,A,A
145,1004,1988,NULL,A,A
146,1004,1989,NULL,A,A
147,1004,1990,NULL,A,A
148,1004,1991,NULL,A,A
149,1004,1992,NULL,A,A
150,1004,1993,NULL,A,A
151,1004,1994,NULL,A,A
152,1004,1995,NULL,A,A
153,1004,1996,NULL,A,A
154,1004,1997,NULL,A,A
155,1004,1998,NULL,A,A
156,1004,1999,NULL,A,A
157,1004,2000,NULL,A,A
158,1004,2001,NULL,A,A
159,1004,2002,NULL,A,A
160,1004,2003,NULL,A,A
161,1004,2004,NULL,A,D
162,1005,1982,NULL,U,A
163,1005,1983,NULL,U,A
164,1005,1984,NULL,U,A
165,1005,1985,NULL,U,A
166,1005,1986,NULL,U,A
167,1005,1987,NULL,U,A
168,1005,1988,NULL,U,A
169,1005,1989,NULL,U,A
170,1005,1990,NULL,A,A
171,1005,1991,NULL,A,A
172,1005,1992,NULL,A,A
173,1005,1993,NULL,A,A
174,1005,1994,NULL,A,A
175,1005,1995,NULL,A,A
176,1005,1996,NULL,A,A
177,1005,1997,NULL,A,A
178,1005,1998,NULL,A,A
179,1005,1999,NULL,A,A
180,1005,2000,NULL,A,A
181,1005,2001,NULL,A,A
182,1005,2002,NULL,A,A
183,1005,2003,NULL,A,P
184,1005,2004,NULL,A,SP
185,1005,2005,NULL,A,SP
186,1005,2006,NULL,A,SP
187,1005,2007,NULL,A,SP
188,1005,2008,NULL,A,SP
189,1005,2009,NULL,A,SP
190,1005,2010,NULL,A,SP
191,1005,2011,NULL,A,SP
192,1005,2012,NULL,A,SP
193,1005,2013,NULL,A,SP
194,1005,2014,NULL,A,SP
195,1005,2015,NULL,A,SP
196,1005,2016,NULL,A,SP
197,1005,2017,NULL,A,SP
198,1005,2018,NULL,A,SP
199,1006,1979,0,C,A
200,1006,1980,1,J,A
201,1006,1981,2,J,A
202,1006,1982,3,J,A
203,1006,1983,4,J,A
204,1006,1984,5,J,A
205,1006,1985,6,J,A
206,1006,1986,7,J,A
207,1006,1987,8,J,A
208,1006,1988,9,A,A
209,1006,1989,10,A,A
210,1006,1990,11,A,A
211,1006,1991,12,A,A
212,1006,1992,13,A,P
213,1006,1993,14,A,SP
214,1006,1994,15,A,SP
215,1006,1995,16,A,SP
216,1006,1996,17,A,SP
217,1006,1997,18,A,SP
218,1006,1998,19,A,SP
219,1006,1999,20,A,SP
220,1006,2000,21,A,SP
221,1006,2001,22,A,SP
222,1006,2002,23,A,SP
223,1006,2003,24,A,SP
224,1006,2004,25,A,SP
225,1006,2005,26,A,SP
226,1006,2006,27,A,SP
227,1006,2007,28,A,SP
228,1006,2008,29,A,SP
229,1006,2009,30,A,SP
230,1006,2010,31,A,SP
231,1006,2011,32,A,SP
232,1006,2012,33,A,SP
233,1006,2013,34,A,SP
234,1006,2014,35,A,SP
235,1006,2015,36,A,SP
236,1006,2016,37,A,SP
237,1006,2017,38,A,SP
238,1006,2018,39,A,SP
239,1007,1977,NULL,A,A
240,1007,1978,NULL,A,A
241,1007,1979,NULL,A,A
242,1007,1980,NULL,A,A
243,1007,1981,NULL,A,A
244,1007,1982,NULL,A,A
245,1007,1983,NULL,A,A
246,1007,1984,NULL,A,A
247,1007,1985,NULL,A,A
248,1007,1986,NULL,A,A
249,1007,1987,NULL,A,A
250,1007,1988,NULL,A,A
251,1007,1989,NULL,A,A
252,1007,1990,NULL,A,A
253,1007,1991,NULL,A,A
254,1007,1992,NULL,A,P
255,1007,1993,NULL,A,SP
256,1007,1994,NULL,A,SP
257,1007,1995,NULL,A,SP
258,1007,1996,NULL,A,SP
259,1007,1997,NULL,A,SP
260,1007,1998,NULL,A,SP
261,1007,1999,NULL,A,SP
262,1007,2000,NULL,A,SP
263,1007,2001,NULL,A,SP
264,1007,2002,NULL,A,SP
265,1007,2003,NULL,A,SP
266,1007,2004,NULL,A,SP
267,1007,2005,NULL,A,SP
268,1007,2006,NULL,A,SP
269,1007,2007,NULL,A,SP
270,1007,2008,NULL,A,SP
271,1007,2009,NULL,A,SP
272,1007,2010,NULL,A,SP
273,1007,2011,NULL,A,SP
274,1007,2012,NULL,A,SP
275,1007,2013,NULL,A,SP
276,1007,2014,NULL,A,SP
277,1007,2015,NULL,A,SP
278,1007,2016,NULL,A,SP
279,1007,2017,NULL,A,SP
280,1007,2018,NULL,A,SP
281,1012,1978,NULL,U,A
282,1012,1979,NULL,U,A
283,1012,1980,NULL,U,A
284,1012,1981,NULL,U,A
285,1012,1982,NULL,A,A
286,1012,1983,NULL,A,A
287,1012,1984,NULL,A,A
288,1012,1985,NULL,A,A
289,1012,1986,NULL,A,A
290,1012,1987,NULL,A,A
291,1012,1988,NULL,A,A
292,1012,1989,NULL,A,A
293,1012,1990,NULL,A,A
294,1012,1991,NULL,A,A
295,1012,1992,NULL,A,A
296,1012,1993,NULL,A,A
297,1012,1994,NULL,A,A
298,1012,1995,NULL,A,A
299,1012,1996,NULL,A,A
300,1012,1997,NULL,A,A
301,1012,1998,NULL,A,A
302,1012,1999,NULL,A,A
303,1012,2000,NULL,A,A
304,1012,2001,NULL,A,A
305,1012,2002,NULL,A,A
306,1012,2003,NULL,A,A
307,1012,2004,NULL,A,A
308,1012,2005,NULL,A,A
309,1012,2006,NULL,A,A
310,1012,2007,NULL,A,A
311,1012,2008,NULL,A,A
312,1012,2009,NULL,A,A
313,1012,2010,NULL,A,A
314,1012,2011,NULL,A,A
315,1012,2012,NULL,A,A
316,1012,2013,NULL,A,A
317,1012,2014,NULL,A,A
318,1012,2015,NULL,A,A
319,1012,2016,NULL,A,A
320,1012,2017,NULL,A,A
321,1012,2018,NULL,A,A
322,1013,1980,NULL,A,A
323,1013,1981,NULL,A,A
324,1013,1982,NULL,A,A
325,1013,1983,NULL,A,A
326,1013,1984,NULL,A,A
327,1013,1985,NULL,A,A
328,1013,1986,NULL,A,A
329,1013,1987,NULL,A,A
330,1013,1988,NULL,A,A
331,1013,1989,NULL,A,A
332,1013,1990,NULL,A,A
333,1013,1991,NULL,A,A
334,1013,1992,NULL,A,A
335,1013,1993,NULL,A,A
336,1013,1994,NULL,A,A
337,1013,1995,NULL,A,A
338,1013,1996,NULL,A,A
339,1013,1997,NULL,A,A
340,1013,1998,NULL,A,A
341,1013,1999,NULL,A,A
342,1013,2000,NULL,A,A
343,1013,2001,NULL,A,A
344,1013,2002,NULL,A,A
345,1013,2003,NULL,A,A
346,1013,2004,NULL,A,A
347,1013,2005,NULL,A,A
348,1013,2006,NULL,A,A
349,1013,2007,NULL,A,A
350,1013,2008,NULL,A,A
351,1013,2009,NULL,A,A
352,1013,2010,NULL,A,A
353,1013,2011,NULL,A,A
354,1013,2012,NULL,A,A
355,1013,2013,NULL,A,P
356,1013,2014,NULL,A,SP
357,1013,2015,NULL,A,SP
358,1013,2016,NULL,A,SP
359,1013,2017,NULL,A,SP
360,1013,2018,NULL,A,SP
361,1014,1974,NULL,U,A
362,1014,1975,NULL,U,A
363,1014,1976,NULL,A,A
364,1014,1977,NULL,A,A
365,1014,1978,NULL,A,A
366,1014,1979,NULL,A,A
367,1014,1980,NULL,A,A
368,1014,1981,NULL,A,A
369,1014,1982,NULL,A,A
370,1014,1983,NULL,A,A
371,1014,1984,NULL,A,A
372,1014,1985,NULL,A,A
373,1014,1986,NULL,A,A
374,1014,1987,NULL,A,A
375,1014,1988,NULL,A,A
376,1014,1989,NULL,A,A
377,1014,1990,NULL,A,A
378,1014,1991,NULL,A,A
379,1014,1992,NULL,A,A
380,1014,1993,NULL,A,A
381,1014,1994,NULL,A,A
382,1014,1995,NULL,A,A
383,1014,1996,NULL,A,A
384,1014,1997,NULL,A,A
385,1014,1998,NULL,A,A
386,1014,1999,NULL,A,D
387,1017,1980,NULL,U,A
388,1017,1981,NULL,U,A
389,1017,1982,NULL,U,A
390,1017,1983,NULL,U,A
391,1017,1984,NULL,U,A
392,1017,1985,NULL,U,A
393,1017,1986,NULL,U,A
394,1017,1987,NULL,U,A
395,1017,1988,NULL,A,A
396,1017,1989,NULL,A,A
397,1017,1990,NULL,A,A
398,1017,1991,NULL,A,A
399,1017,1992,NULL,A,A
400,1017,1993,NULL,A,A
401,1017,1994,NULL,A,A
402,1017,1995,NULL,A,A
403,1017,1996,NULL,A,A
404,1017,1997,NULL,A,A
405,1017,1998,NULL,A,A
406,1017,1999,NULL,A,A
407,1017,2000,NULL,A,A
408,1017,2001,NULL,A,A
409,1017,2002,NULL,A,A
410,1017,2003,NULL,A,A
411,1017,2004,NULL,A,A
412,1017,2005,NULL,A,A
413,1017,2006,NULL,A,A
414,1017,2007,NULL,A,A
415,1017,2008,NULL,A,A
416,1017,2009,NULL,A,A
417,1017,2010,NULL,A,A
418,1017,2011,NULL,A,A
419,1017,2012,NULL,A,A
420,1017,2013,NULL,A,A
421,1017,2014,NULL,A,A
422,1017,2015,NULL,A,A
423,1017,2016,NULL,A,A
424,1017,2017,NULL,A,A
425,1017,2018,NULL,A,A
426,1018,1980,NULL,U,A
427,1018,1981,NULL,U,A
428,1018,1982,NULL,U,A
429,1018,1983,NULL,U,A
430,1018,1984,NULL,U,A
431,1018,1985,NULL,U,A
432,1018,1986,NULL,U,A
433,1018,1987,NULL,U,A
434,1018,1988,NULL,A,A
435,1018,1989,NULL,A,A
436,1018,1990,NULL,A,A
437,1018,1991,NULL,A,A
438,1018,1992,NULL,A,A
439,1018,1993,NULL,A,A
440,1018,1994,NULL,A,A
441,1018,1995,NULL,A,A
442,1018,1996,NULL,A,A
443,1018,1997,NULL,A,A
444,1018,1998,NULL,A,A
445,1018,1999,NULL,A,A
446,1018,2000,NULL,A,A
447,1018,2001,NULL,A,A
448,1018,2002,NULL,A,A
449,1018,2003,NULL,A,A
450,1018,2004,NULL,A,P
451,1018,2005,NULL,A,SP
452,1018,2006,NULL,A,SP
453,1018,2007,NULL,A,SP
454,1018,2008,NULL,A,SP
455,1018,2009,NULL,A,SP
456,1018,2010,NULL,A,SP
457,1018,2011,NULL,A,SP
458,1018,2012,NULL,A,SP
459,1018,2013,NULL,A,SP
460,1018,2014,NULL,A,SP
461,1018,2015,NULL,A,SP
462,1018,2016,NULL,A,SP
463,1018,2017,NULL,A,SP
464,1018,2018,NULL,A,SP
465,1019,1980,NULL,U,A
466,1019,1981,NULL,U,A
467,1019,1982,NULL,U,A
468,1019,1983,NULL,U,A
469,1019,1984,NULL,U,A
470,1019,1985,NULL,U,A
471,1019,1986,NULL,U,A
472,1019,1987,NULL,U,A
473,1019,1988,NULL,A,A
474,1019,1989,NULL,A,A
475,1019,1990,NULL,A,A
476,1019,1991,NULL,A,A
477,1019,1992,NULL,A,A
478,1019,1993,NULL,A,A
479,1019,1994,NULL,A,A
480,1019,1995,NULL,A,A
481,1019,1996,NULL,A,A
482,1019,1997,NULL,A,A
483,1019,1998,NULL,A,A
484,1019,1999,NULL,A,A
485,1019,2000,NULL,A,A
486,1019,2001,NULL,A,A
487,1019,2002,NULL,A,A
488,1019,2003,NULL,A,A
489,1019,2004,NULL,A,A
490,1019,2005,NULL,A,A
491,1019,2006,NULL,A,A
492,1019,2007,NULL,A,A
493,1019,2008,NULL,A,A
494,1019,2009,NULL,A,A
495,1019,2010,NULL,A,A
496,1019,2011,NULL,A,A
497,1019,2012,NULL,A,A
498,1019,2013,NULL,A,A
499,1019,2014,NULL,A,A
500,1019,2015,NULL,A,P
501,1019,2016,NULL,A,SP
502,1019,2017,NULL,A,SP
503,1019,2018,NULL,A,SP
504,1021,1980,NULL,U,A
505,1021,1981,NULL,U,A
506,1021,1982,NULL,U,A
507,1021,1983,NULL,U,A
508,1021,1984,NULL,U,A
509,1021,1985,NULL,U,A
510,1021,1986,NULL,U,A
511,1021,1987,NULL,U,A
512,1021,1988,NULL,A,A
513,1021,1989,NULL,A,A
514,1021,1990,NULL,A,A
515,1021,1991,NULL,A,A
516,1021,1992,NULL,A,A
517,1021,1993,NULL,A,A
518,1021,1994,NULL,A,A
519,1021,1995,NULL,A,A
520,1021,1996,NULL,A,A
521,1021,1997,NULL,A,A
522,1021,1998,NULL,A,A
523,1021,1999,NULL,A,A
524,1021,2000,NULL,A,A
525,1021,2001,NULL,A,A
526,1021,2002,NULL,A,A
527,1021,2003,NULL,A,A
528,1021,2004,NULL,A,P
529,1021,2005,NULL,A,SP
530,1021,2006,NULL,A,SP
531,1021,2007,NULL,A,SP
532,1021,2008,NULL,A,SP
533,1021,2009,NULL,A,SP
534,1021,2010,NULL,A,SP
535,1021,2011,NULL,A,SP
536,1021,2012,NULL,A,SP
537,1021,2013,NULL,A,SP
538,1021,2014,NULL,A,SP
539,1021,2015,NULL,A,SP
540,1021,2016,NULL,A,SP
541,1021,2017,NULL,A,SP
542,1021,2018,NULL,A,SP
543,1025,1980,NULL,A,A
544,1025,1981,NULL,A,A
545,1025,1982,NULL,A,A
546,1025,1983,NULL,A,A
547,1025,1984,NULL,A,A
548,1025,1985,NULL,A,A
549,1025,1986,NULL,A,A
550,1025,1987,NULL,A,A
551,1025,1988,NULL,A,A
552,1025,1989,NULL,A,P
553,1025,1990,NULL,A,SP
554,1025,1991,NULL,A,SP
555,1025,1992,NULL,A,SP
556,1025,1993,NULL,A,SP
557,1025,1994,NULL,A,SP
558,1025,1995,NULL,A,SP
559,1025,1996,NULL,A,SP
560,1025,1997,NULL,A,SP
561,1025,1998,NULL,A,SP
562,1025,1999,NULL,A,SP
563,1025,2000,NULL,A,SP
564,1025,2001,NULL,A,SP
565,1025,2002,NULL,A,SP
566,1025,2003,NULL,A,SP
567,1025,2004,NULL,A,SP
568,1025,2005,NULL,A,SP
569,1025,2006,NULL,A,SP
570,1025,2007,NULL,A,SP
571,1025,2008,NULL,A,SP
572,1025,2009,NULL,A,SP
573,1025,2010,NULL,A,SP
574,1025,2011,NULL,A,SP
575,1025,2012,NULL,A,SP
576,1025,2013,NULL,A,SP
577,1025,2014,NULL,A,SP
578,1025,2015,NULL,A,SP
579,1025,2016,NULL,A,SP
580,1025,2017,NULL,A,SP
581,1025,2018,NULL,A,SP
582,1026,1980,0,C,A
583,1026,1981,1,J,A
584,1026,1982,2,J,A
585,1026,1983,3,J,A
586,1026,1984,4,J,A
587,1026,1985,5,J,A
588,1026,1986,6,J,A
589,1026,1987,7,J,A
590,1026,1988,8,J,A
591,1026,1989,9,A,A
592,1026,1990,10,A,A
593,1026,1991,11,A,A
594,1026,1992,12,A,A
595,1026,1993,13,A,A
596,1026,1994,14,A,A
597,1026,1995,15,A,A
598,1026,1996,16,A,A
599,1026,1997,17,A,A
600,1026,1998,18,A,A
601,1026,1999,19,A,A
602,1026,2000,20,A,A
603,1026,2001,21,A,A
604,1026,2002,22,A,A
605,1026,2003,23,A,A
606,1026,2004,24,A,A
607,1026,2005,25,A,A
608,1026,2006,26,A,A
609,1026,2007,27,A,A
610,1026,2008,28,A,A
611,1026,2009,29,A,A
612,1026,2010,30,A,A
613,1026,2011,31,A,A
614,1026,2012,32,A,A
615,1026,2013,33,A,A
616,1026,2014,34,A,A
617,1026,2015,35,A,P
618,1026,2016,36,A,SP
619,1026,2017,37,A,SP
620,1026,2018,38,A,SP
621,1027,1979,NULL,U,A
622,1027,1980,NULL,U,A
623,1027,1981,NULL,U,A
624,1027,1982,NULL,U,A
625,1027,1983,NULL,U,A
626,1027,1984,NULL,U,A
627,1027,1985,NULL,U,A
628,1027,1986,NULL,U,A
629,1027,1987,NULL,A,A
630,1027,1988,NULL,A,A
631,1027,1989,NULL,A,A
632,1027,1990,NULL,A,A
633,1027,1991,NULL,A,A
634,1027,1992,NULL,A,A
635,1027,1993,NULL,A,A
636,1027,1994,NULL,A,A
637,1027,1995,NULL,A,A
638,1027,1996,NULL,A,A
639,1027,1997,NULL,A,A
640,1027,1998,NULL,A,A
641,1027,1999,NULL,A,A
642,1027,2000,NULL,A,A
643,1027,2001,NULL,A,A
644,1027,2002,NULL,A,A
645,1027,2003,NULL,A,A
646,1027,2004,NULL,A,A
647,1027,2005,NULL,A,A
648,1027,2006,NULL,A,A
649,1027,2007,NULL,A,A
650,1027,2008,NULL,A,A
651,1027,2009,NULL,A,A
652,1027,2010,NULL,A,A
653,1027,2011,NULL,A,A
654,1027,2012,NULL,A,A
655,1027,2013,NULL,A,P
656,1027,2014,NULL,A,SP
657,1027,2015,NULL,A,SP
658,1027,2016,NULL,A,SP
659,1027,2017,NULL,A,SP
660,1027,2018,NULL,A,SP
661,1028,1980,NULL,U,A
662,1028,1981,NULL,U,A
663,1028,1982,NULL,U,A
664,1028,1983,NULL,U,A
665,1028,1984,NULL,U,A
666,1028,1985,NULL,U,A
667,1028,1986,NULL,U,A
668,1028,1987,NULL,U,A
669,1028,1988,NULL,A,A
670,1028,1989,NULL,A,A
671,1028,1990,NULL,A,A
672,1028,1991,NULL,A,A
673,1028,1992,NULL,A,A
674,1028,1993,NULL,A,A
675,1028,1994,NULL,A,A
676,1028,1995,NULL,A,A
677,1028,1996,NULL,A,A
678,1028,1997,NULL,A,A
679,1028,1998,NULL,A,A
680,1028,1999,NULL,A,A
681,1028,2000,NULL,A,A
682,1028,2001,NULL,A,A
683,1028,2002,NULL,A,A
684,1028,2003,NULL,A,A
685,1028,2004,NULL,A,A
686,1028,2005,NULL,A,A
687,1028,2006,NULL,A,A
688,1028,2007,NULL,A,A
689,1028,2008,NULL,A,A
690,1028,2009,NULL,A,A
691,1028,2010,NULL,A,A
692,1028,2011,NULL,A,A
693,1028,2012,NULL,A,A
694,1028,2013,NULL,A,A
695,1028,2014,NULL,A,A
696,1028,2015,NULL,A,A
697,1028,2016,NULL,A,A
698,1028,2017,NULL,A,P
699,1028,2018,NULL,A,SP
700,1032,1980,NULL,U,A
701,1032,1981,NULL,U,A
702,1032,1982,NULL,U,A
703,1032,1983,NULL,U,A
704,1032,1984,NULL,U,A
705,1032,1985,NULL,U,A
706,1032,1986,NULL,U,A
707,1032,1987,NULL,U,A
708,1032,1988,NULL,A,A
709,1032,1989,NULL,A,A
710,1032,1990,NULL,A,A
711,1032,1991,NULL,A,A
712,1032,1992,NULL,A,A
713,1032,1993,NULL,A,A
714,1032,1994,NULL,A,A
715,1032,1995,NULL,A,A
716,1032,1996,NULL,A,A
717,1032,1997,NULL,A,A
718,1032,1998,NULL,A,A
719,1032,1999,NULL,A,A
720,1032,2000,NULL,A,A
721,1032,2001,NULL,A,A
722,1032,2002,NULL,A,A
723,1032,2003,NULL,A,A
724,1032,2004,NULL,A,A
725,1032,2005,NULL,A,A
726,1032,2006,NULL,A,A
727,1032,2007,NULL,A,A
728,1032,2008,NULL,A,A
729,1032,2009,NULL,A,A
730,1032,2010,NULL,A,A
731,1032,2011,NULL,A,A
732,1032,2012,NULL,A,A
733,1032,2013,NULL,A,A
734,1032,2014,NULL,A,A
735,1032,2015,NULL,A,A
736,1032,2016,NULL,A,A
737,1032,2017,NULL,A,A
738,1032,2018,NULL,A,A
739,1033,1978,NULL,U,A
740,1033,1979,NULL,U,A
741,1033,1980,NULL,U,A
742,1033,1981,NULL,U,A
743,1033,1982,NULL,U,A
744,1033,1983,NULL,U,A
745,1033,1984,NULL,U,A
746,1033,1985,NULL,U,A
747,1033,1986,NULL,A,A
748,1033,1987,NULL,A,A
749,1033,1988,NULL,A,A
750,1033,1989,NULL,A,A
751,1033,1990,NULL,A,A
752,1033,1991,NULL,A,A
753,1033,1992,NULL,A,A
754,1033,1993,NULL,A,A
755,1033,1994,NULL,A,A
756,1033,1995,NULL,A,A
757,1033,1996,NULL,A,A
758,1033,1997,NULL,A,A
759,1033,1998,NULL,A,A
760,1033,1999,NULL,A,A
761,1033,2000,NULL,A,A
762,1033,2001,NULL,A,A
763,1033,2002,NULL,A,A
764,1033,2003,NULL,A,A
765,1033,2004,NULL,A,A
766,1033,2005,NULL,A,A
767,1033,2006,NULL,A,A
768,1033,2007,NULL,A,A
769,1033,2008,NULL,A,A
770,1033,2009,NULL,A,A
771,1033,2010,NULL,A,A
772,1033,2011,NULL,A,A
773,1033,2012,NULL,A,A
774,1033,2013,NULL,A,A
775,1033,2014,NULL,A,A
776,1033,2015,NULL,A,A
777,1033,2016,NULL,A,A
778,1033,2017,NULL,A,A
779,1033,2018,NULL,A,A
780,1034,1976,NULL,U,A
781,1034,1977,NULL,U,A
782,1034,1978,NULL,U,A
783,1034,1979,NULL,U,A
784,1034,1980,NULL,U,A
785,1034,1981,NULL,U,A
786,1034,1982,NULL,U,A
787,1034,1983,NULL,U,A
788,1034,1984,NULL,A,A
789,1034,1985,NULL,A,A
790,1034,1986,NULL,A,A
791,1034,1987,NULL,A,A
792,1034,1988,NULL,A,A
793,1034,1989,NULL,A,A
794,1034,1990,NULL,A,A
795,1034,1991,NULL,A,A
796,1034,1992,NULL,A,A
797,1034,1993,NULL,A,A
798,1034,1994,NULL,A,A
799,1034,1995,NULL,A,P
800,1034,1996,NULL,A,SP
801,1034,1997,NULL,A,SP
802,1034,1998,NULL,A,SP
803,1034,1999,NULL,A,SP
804,1034,2000,NULL,A,SP
805,1034,2001,NULL,A,SP
806,1034,2002,NULL,A,SP
807,1034,2003,NULL,A,SP
808,1034,2004,NULL,A,SP
809,1034,2005,NULL,A,SP
810,1034,2006,NULL,A,SP
811,1034,2007,NULL,A,SP
812,1034,2008,NULL,A,SP
813,1034,2009,NULL,A,SP
814,1034,2010,NULL,A,SP
815,1034,2011,NULL,A,SP
816,1034,2012,NULL,A,SP
817,1034,2013,NULL,A,SP
818,1034,2014,NULL,A,SP
819,1034,2015,NULL,A,SP
820,1034,2016,NULL,A,SP
821,1034,2017,NULL,A,SP
822,1034,2018,NULL,A,SP
823,1035,1978,NULL,U,A
824,1035,1979,NULL,U,A
825,1035,1980,NULL,U,A
826,1035,1981,NULL,U,A
827,1035,1982,NULL,U,A
828,1035,1983,NULL,U,A
829,1035,1984,NULL,U,A
830,1035,1985,NULL,U,A
831,1035,1986,NULL,A,A
832,1035,1987,NULL,A,A
833,1035,1988,NULL,A,A
834,1035,1989,NULL,A,A
835,1035,1990,NULL,A,A
836,1035,1991,NULL,A,A
837,1035,1992,NULL,A,OP
838,1035,1993,NULL,A,OSP
839,1035,1994,NULL,A,OSP
840,1035,1995,NULL,A,OSP
841,1035,1996,NULL,A,OSP
842,1035,1997,NULL,A,OSP
843,1035,1998,NULL,A,OSP
844,1035,1999,NULL,A,OSP
845,1035,2000,NULL,A,OSP
846,1035,2001,NULL,A,OSP
847,1035,2002,NULL,A,R
848,1035,2003,NULL,A,A
849,1035,2004,NULL,A,A
850,1035,2005,NULL,A,A
851,1035,2006,NULL,A,A
852,1035,2007,NULL,A,A
853,1035,2008,NULL,A,A
854,1035,2009,NULL,A,A
855,1035,2010,NULL,A,A
856,1035,2011,NULL,A,A
857,1035,2012,NULL,A,A
858,1035,2013,NULL,A,A
859,1035,2014,NULL,A,A
860,1035,2015,NULL,A,A
861,1035,2016,NULL,A,A
862,1035,2017,NULL,A,A
863,1035,2018,NULL,A,A
864,1036,1970,NULL,U,A
865,1036,1971,NULL,U,A
866,1036,1972,NULL,U,A
