age_id,nea,year,age,age_class,alive_status
4290,1222,2011,NULL,A,SP
4291,1222,2012,NULL,A,SP
4292,1222,2013,NULL,A,SP
4293,1222,2014,NULL,A,SP
4294,1222,2015,NULL,A,SP
4295,1222,2016,NULL,A,SP
4296,1222,2017,NULL,A,SP
4297,1222,2018,NULL,A,SP
4298,1223,1981,NULL,U,A
4299,1223,1982,NULL,U,A
4300,1223,1983,NULL,U,A
4301,1223,1984,NULL,U,A
4302,1223,1985,NULL,U,A
4303,1223,1986,NULL,U,A
4304,1223,1987,NULL,U,A
4305,1223,1988,NULL,U,A
4306,1223,1989,NULL,A,A
4307,1223,1990,NULL,A,A
4308,1223,1991,NULL,A,A
4309,1223,1992,NULL,A,D
4310,1226,1979,NULL,U,A
4311,1226,1980,NULL,U,A
4312,1226,1981,NULL,U,A
4313,1226,1982,NULL,U,A
4314,1226,1983,NULL,U,A
4315,1226,1984,NULL,U,A
4316,1226,1985,NULL,U,A
4317,1226,1986,NULL,U,A
4318,1226,1987,NULL,A,A
4319,1226,1988,NULL,A,A
4320,1226,1989,NULL,A,A
4321,1226,1990,NULL,A,A
4322,1226,1991,NULL,A,A
4323,1226,1992,NULL,A,A
4324,1226,1993,NULL,A,A
4325,1226,1994,NULL,A,A
4326,1226,1995,NULL,A,A
4327,1226,1996,NULL,A,A
4328,1226,1997,NULL,A,A
4329,1226,1998,NULL,A,A
4330,1226,1999,NULL,A,A
4331,1226,2000,NULL,A,A
4332,1226,2001,NULL,A,A
4333,1226,2002,NULL,A,A
4334,1226,2003,NULL,A,A
4335,1226,2004,NULL,A,A
4336,1226,2005,NULL,A,A
4337,1226,2006,NULL,A,A
4338,1226,2007,NULL,A,A
4339,1226,2008,NULL,A,A
4340,1226,2009,NULL,A,A
4341,1226,2010,NULL,A,A
4342,1226,2011,NULL,A,A
4343,1226,2012,NULL,A,A
4344,1226,2013,NULL,A,A
4345,1226,2014,NULL,A,A
4346,1226,2015,NULL,A,A
4347,1226,2016,NULL,A,A
4348,1226,2017,NULL,A,A
4349,1226,2018,NULL,A,A
4350,1227,1981,NULL,U,A
4351,1227,1982,NULL,U,A
4352,1227,1983,NULL,U,A
4353,1227,1984,NULL,U,A
4354,1227,1985,NULL,U,A
4355,1227,1986,NULL,U,A
4356,1227,1987,NULL,U,A
4357,1227,1988,NULL,U,A
4358,1227,1989,NULL,A,A
4359,1227,1990,NULL,A,A
4360,1227,1991,NULL,A,A
4361,1227,1992,NULL,A,A
4362,1227,1993,NULL,A,A
4363,1227,1994,NULL,A,A
4364,1227,1995,NULL,A,A
4365,1227,1996,NULL,A,A
4366,1227,1997,NULL,A,A
4367,1227,1998,NULL,A,A
4368,1227,1999,NULL,A,A
4369,1227,2000,NULL,A,A
4370,1227,2001,NULL,A,A
4371,1227,2002,NULL,A,A
4372,1227,2003,NULL,A,A
4373,1227,2004,NULL,A,A
4374,1227,2005,NULL,A,A
4375,1227,2006,NULL,A,A
4376,1227,2007,NULL,A,A
4377,1227,2008,NULL,A,A
4378,1227,2009,NULL,A,A
4379,1227,2010,NULL,A,A
4380,1227,2011,NULL,A,A
4381,1227,2012,NULL,A,A
4382,1227,2013,NULL,A,A
4383,1227,2014,NULL,A,A
4384,1227,2015,NULL,A,A
4385,1227,2016,NULL,A,A
4386,1227,2017,NULL,A,A
4387,1227,2018,NULL,A,A
4388,1233,1974,NULL,U,A
4389,1233,1975,NULL,U,A
4390,1233,1976,NULL,U,A
4391,1233,1977,NULL,U,A
4392,1233,1978,NULL,U,A
4393,1233,1979,NULL,U,A
4394,1233,1980,NULL,U,OP
4395,1233,1981,NULL,U,R
4396,1233,1982,NULL,A,A
4397,1233,1983,NULL,A,A
4398,1233,1984,NULL,A,A
4399,1233,1985,NULL,A,A
4400,1233,1986,NULL,A,A
4401,1233,1987,NULL,A,A
4402,1233,1988,NULL,A,A
4403,1233,1989,NULL,A,A
4404,1233,1990,NULL,A,A
4405,1233,1991,NULL,A,A
4406,1233,1992,NULL,A,A
4407,1233,1993,NULL,A,A
4408,1233,1994,NULL,A,A
4409,1233,1995,NULL,A,A
4410,1233,1996,NULL,A,A
4411,1233,1997,NULL,A,A
4412,1233,1998,NULL,A,A
4413,1233,1999,NULL,A,A
4414,1233,2000,NULL,A,A
4415,1233,2001,NULL,A,A
4416,1233,2002,NULL,A,A
4417,1233,2003,NULL,A,A
4418,1233,2004,NULL,A,A
4419,1233,2005,NULL,A,A
4420,1233,2006,NULL,A,A
4421,1233,2007,NULL,A,A
4422,1233,2008,NULL,A,A
4423,1233,2009,NULL,A,A
4424,1233,2010,NULL,A,A
4425,1233,2011,NULL,A,A
4426,1233,2012,NULL,A,A
4427,1233,2013,NULL,A,A
4428,1233,2014,NULL,A,A
4429,1233,2015,NULL,A,A
4430,1233,2016,NULL,A,A
4431,1233,2017,NULL,A,A
4432,1233,2018,NULL,A,A
4433,1238,1982,NULL,U,A
4434,1238,1983,NULL,U,A
4435,1238,1984,NULL,U,A
4436,1238,1985,NULL,U,A
4437,1238,1986,NULL,U,A
4438,1238,1987,NULL,U,A
4439,1238,1988,NULL,U,A
4440,1238,1989,NULL,U,A
4441,1238,1990,NULL,A,A
4442,1238,1991,NULL,A,A
4443,1238,1992,NULL,A,A
4444,1238,1993,NULL,A,A
4445,1238,1994,NULL,A,A
4446,1238,1995,NULL,A,A
4447,1238,1996,NULL,A,A
4448,1238,1997,NULL,A,A
4449,1238,1998,NULL,A,A
4450,1238,1999,NULL,A,A
4451,1238,2000,NULL,A,A
4452,1238,2001,NULL,A,D
4453,1239,1981,0,C,A
4454,1239,1982,1,J,A
4455,1239,1983,2,J,A
4456,1239,1984,3,J,A
4457,1239,1985,4,J,A
4458,1239,1986,5,J,A
4459,1239,1987,6,J,A
4460,1239,1988,7,J,A
4461,1239,1989,8,J,A
4462,1239,1990,9,A,A
4463,1239,1991,10,A,A
4464,1239,1992,11,A,A
4465,1239,1993,12,A,A
4466,1239,1994,13,A,A
4467,1239,1995,14,A,A
4468,1239,1996,15,A,A
4469,1239,1997,16,A,A
4470,1239,1998,17,A,A
4471,1239,1999,18,A,A
4472,1239,2000,19,A,A
4473,1239,2001,20,A,A
4474,1239,2002,21,A,A
4475,1239,2003,22,A,A
4476,1239,2004,23,A,A
4477,1239,2005,24,A,A
4478,1239,2006,25,A,A
4479,1239,2007,26,A,A
4480,1239,2008,27,A,A
4481,1239,2009,28,A,A
4482,1239,2010,29,A,A
4483,1239,2011,30,A,A
4484,1239,2012,31,A,A
4485,1239,2013,32,A,A
4486,1239,2014,33,A,A
4487,1239,2015,34,A,A
4488,1239,2016,35,A,A
4489,1239,2017,36,A,A
4490,1239,2018,37,A,A
4491,1240,1974,NULL,A,A
4492,1240,1975,NULL,A,A
4493,1240,1976,NULL,A,A
4494,1240,1977,NULL,A,A
4495,1240,1978,NULL,A,A
4496,1240,1979,NULL,A,A
4497,1240,1980,NULL,A,A
4498,1240,1981,NULL,A,A
4499,1240,1982,NULL,A,A
4500,1240,1983,NULL,A,A
4501,1240,1984,NULL,A,A
4502,1240,1985,NULL,A,A
4503,1240,1986,NULL,A,A
4504,1240,1987,NULL,A,A
4505,1240,1988,NULL,A,A
4506,1240,1989,NULL,A,A
4507,1240,1990,NULL,A,A
4508,1240,1991,NULL,A,A
4509,1240,1992,NULL,A,A
4510,1240,1993,NULL,A,A
4511,1240,1994,NULL,A,A
4512,1240,1995,NULL,A,A
4513,1240,1996,NULL,A,A
4514,1240,1997,NULL,A,A
4515,1240,1998,NULL,A,A
4516,1240,1999,NULL,A,A
4517,1240,2000,NULL,A,A
4518,1240,2001,NULL,A,A
4519,1240,2002,NULL,A,A
4520,1240,2003,NULL,A,A
4521,1240,2004,NULL,A,A
4522,1240,2005,NULL,A,A
4523,1240,2006,NULL,A,A
4524,1240,2007,NULL,A,A
4525,1240,2008,NULL,A,A
4526,1240,2009,NULL,A,A
4527,1240,2010,NULL,A,A
4528,1240,2011,NULL,A,A
4529,1240,2012,NULL,A,A
4530,1240,2013,NULL,A,A
4531,1240,2014,NULL,A,A
4532,1240,2015,NULL,A,A
4533,1240,2016,NULL,A,A
4534,1240,2017,NULL,A,A
4535,1240,2018,NULL,A,A
4536,1241,1982,0,C,A
4537,1241,1983,1,J,A
4538,1241,1984,2,J,A
4539,1241,1985,3,J,A
4540,1241,1986,4,J,A
4541,1241,1987,5,J,A
4542,1241,1988,6,A,A
4543,1241,1989,7,A,A
4544,1241,1990,8,A,A
4545,1241,1991,9,A,A
4546,1241,1992,10,A,A
4547,1241,1993,11,A,A
4548,1241,1994,12,A,A
4549,1241,1995,13,A,A
4550,1241,1996,14,A,A
4551,1241,1997,15,A,A
4552,1241,1998,16,A,A
4553,1241,1999,17,A,A
4554,1241,2000,18,A,A
4555,1241,2001,19,A,A
4556,1241,2002,20,A,A
4557,1241,2003,21,A,A
4558,1241,2004,22,A,A
4559,1241,2005,23,A,A
4560,1241,2006,24,A,A
4561,1241,2007,25,A,A
4562,1241,2008,26,A,A
4563,1241,2009,27,A,A
4564,1241,2010,28,A,A
4565,1241,2011,29,A,A
4566,1241,2012,30,A,A
4567,1241,2013,31,A,A
4568,1241,2014,32,A,A
4569,1241,2015,33,A,A
4570,1241,2016,34,A,A
4571,1241,2017,35,A,A
4572,1241,2018,36,A,A
4573,1242,1982,NULL,A,A
4574,1242,1983,NULL,A,A
4575,1242,1984,NULL,A,A
4576,1242,1985,NULL,A,A
4577,1242,1986,NULL,A,A
4578,1242,1987,NULL,A,A
4579,1242,1988,NULL,A,A
4580,1242,1989,NULL,A,A
4581,1242,1990,NULL,A,A
4582,1242,1991,NULL,A,A
4583,1242,1992,NULL,A,A
4584,1242,1993,NULL,A,A
4585,1242,1994,NULL,A,A
4586,1242,1995,NULL,A,A
4587,1242,1996,NULL,A,A
4588,1242,1997,NULL,A,OP
4589,1242,1998,NULL,A,OSP
4590,1242,1999,NULL,A,OSP
4591,1242,2000,NULL,A,OSP
4592,1242,2001,NULL,A,OSP
4593,1242,2002,NULL,A,OSP
4594,1242,2003,NULL,A,OSP
4595,1242,2004,NULL,A,OSP
4596,1242,2005,NULL,A,OSP
4597,1242,2006,NULL,A,OSP
4598,1242,2007,NULL,A,R
4599,1242,2008,NULL,A,A
4600,1242,2009,NULL,A,A
4601,1242,2010,NULL,A,A
4602,1242,2011,NULL,A,A
4603,1242,2012,NULL,A,A
4604,1242,2013,NULL,A,A
4605,1242,2014,NULL,A,A
4606,1242,2015,NULL,A,P
4607,1242,2016,NULL,A,SP
4608,1242,2017,NULL,A,SP
4609,1242,2018,NULL,A,SP
4610,1243,1982,0,C,A
4611,1243,1983,1,J,A
4612,1243,1984,2,J,A
4613,1243,1985,3,J,A
4614,1243,1986,4,J,A
4615,1243,1987,5,J,A
4616,1243,1988,6,J,A
4617,1243,1989,7,J,A
4618,1243,1990,8,A,A
4619,1243,1991,9,A,A
4620,1243,1992,10,A,A
4621,1243,1993,11,A,A
4622,1243,1994,12,A,A
4623,1243,1995,13,A,A
4624,1243,1996,14,A,A
4625,1243,1997,15,A,A
4626,1243,1998,16,A,A
4627,1243,1999,17,A,A
4628,1243,2000,18,A,A
4629,1243,2001,19,A,A
4630,1243,2002,20,A,A
4631,1243,2003,21,A,A
4632,1243,2004,22,A,A
4633,1243,2005,23,A,A
4634,1243,2006,24,A,A
4635,1243,2007,25,A,A
4636,1243,2008,26,A,A
4637,1243,2009,27,A,A
4638,1243,2010,28,A,A
4639,1243,2011,29,A,A
4640,1243,2012,30,A,A
4641,1243,2013,31,A,A
4642,1243,2014,32,A,A
4643,1243,2015,33,A,A
4644,1243,2016,34,A,A
4645,1243,2017,35,A,A
4646,1243,2018,36,A,A
4647,1245,1982,0,C,A
4648,1245,1983,1,J,A
4649,1245,1984,2,J,A
4650,1245,1985,3,J,A
4651,1245,1986,4,J,A
4652,1245,1987,5,J,A
4653,1245,1988,6,J,A
4654,1245,1989,7,J,A
4655,1245,1990,8,J,A
4656,1245,1991,9,A,A
4657,1245,1992,10,A,A
4658,1245,1993,11,A,A
4659,1245,1994,12,A,A
4660,1245,1995,13,A,A
4661,1245,1996,14,A,A
4662,1245,1997,15,A,A
4663,1245,1998,16,A,A
4664,1245,1999,17,A,A
4665,1245,2000,18,A,A
4666,1245,2001,19,A,A
4667,1245,2002,20,A,A
4668,1245,2003,21,A,A
4669,1245,2004,22,A,A
4670,1245,2005,23,A,A
4671,1245,2006,24,A,A
4672,1245,2007,25,A,A
4673,1245,2008,26,A,A
4674,1245,2009,27,A,A
4675,1245,2010,28,A,A
4676,1245,2011,29,A,A
4677,1245,2012,30,A,A
4678,1245,2013,31,A,A
4679,1245,2014,32,A,A
4680,1245,2015,33,A,A
4681,1245,2016,34,A,A
4682,1245,2017,35,A,A
4683,1245,2018,36,A,A
4684,1246,1974,NULL,A,A
4685,1246,1975,NULL,A,A
4686,1246,1976,NULL,A,A
4687,1246,1977,NULL,A,A
4688,1246,1978,NULL,A,A
4689,1246,1979,NULL,A,A
4690,1246,1980,NULL,A,OP
4691,1246,1981,NULL,A,OSP
4692,1246,1982,NULL,A,R
4693,1246,1983,NULL,A,A
4694,1246,1984,NULL,A,A
4695,1246,1985,NULL,A,A
4696,1246,1986,NULL,A,A
4697,1246,1987,NULL,A,A
4698,1246,1988,NULL,A,A
4699,1246,1989,NULL,A,A
4700,1246,1990,NULL,A,A
4701,1246,1991,NULL,A,A
4702,1246,1992,NULL,A,A
4703,1246,1993,NULL,A,A
4704,1246,1994,NULL,A,A
4705,1246,1995,NULL,A,OP
4706,1246,1996,NULL,A,OSP
4707,1246,1997,NULL,A,R
4708,1246,1998,NULL,A,A
4709,1246,1999,NULL,A,A
4710,1246,2000,NULL,A,A
4711,1246,2001,NULL,A,A
4712,1246,2002,NULL,A,A
4713,1246,2003,NULL,A,A
4714,1246,2004,NULL,A,A
4715,1246,2005,NULL,A,A
4716,1246,2006,NULL,A,A
4717,1246,2007,NULL,A,A
4718,1246,2008,NULL,A,A
4719,1246,2009,NULL,A,A
4720,1246,2010,NULL,A,A
4721,1246,2011,NULL,A,A
4722,1246,2012,NULL,A,A
4723,1246,2013,NULL,A,A
4724,1246,2014,NULL,A,A
4725,1246,2015,NULL,A,P
4726,1246,2016,NULL,A,SP
4727,1246,2017,NULL,A,SP
4728,1246,2018,NULL,A,SP
4729,1247,1982,0,C,A
4730,1247,1983,1,J,A
4731,1247,1984,2,J,A
4732,1247,1985,3,J,A
4733,1247,1986,4,J,A
4734,1247,1987,5,J,A
4735,1247,1988,6,J,A
4736,1247,1989,7,J,A
4737,1247,1990,8,J,A
4738,1247,1991,9,A,A
4739,1247,1992,10,A,A
4740,1247,1993,11,A,A
4741,1247,1994,12,A,A
4742,1247,1995,13,A,A
4743,1247,1996,14,A,A
4744,1247,1997,15,A,A
4745,1247,1998,16,A,A
4746,1247,1999,17,A,A
4747,1247,2000,18,A,A
4748,1247,2001,19,A,P
4749,1247,2002,20,A,SP
4750,1247,2003,21,A,SP
4751,1247,2004,22,A,SP
4752,1247,2005,23,A,SP
4753,1247,2006,24,A,SP
4754,1247,2007,25,A,SP
4755,1247,2008,26,A,SP
4756,1247,2009,27,A,SP
4757,1247,2010,28,A,SP
4758,1247,2011,29,A,SP
4759,1247,2012,30,A,SP
4760,1247,2013,31,A,SP
4761,1247,2014,32,A,SP
4762,1247,2015,33,A,SP
4763,1247,2016,34,A,SP
4764,1247,2017,35,A,SP
4765,1247,2018,36,A,SP
4766,1248,1980,NULL,U,A
4767,1248,1981,NULL,A,A
4768,1248,1982,NULL,A,A
4769,1248,1983,NULL,A,A
4770,1248,1984,NULL,A,A
4771,1248,1985,NULL,A,A
4772,1248,1986,NULL,A,A
4773,1248,1987,NULL,A,A
4774,1248,1988,NULL,A,A
4775,1248,1989,NULL,A,A
4776,1248,1990,NULL,A,A
4777,1248,1991,NULL,A,A
4778,1248,1992,NULL,A,A
4779,1248,1993,NULL,A,A
4780,1248,1994,NULL,A,A
4781,1248,1995,NULL,A,A
4782,1248,1996,NULL,A,OP
4783,1248,1997,NULL,A,R
4784,1248,1998,NULL,A,A
4785,1248,1999,NULL,A,A
4786,1248,2000,NULL,A,A
4787,1248,2001,NULL,A,A
4788,1248,2002,NULL,A,A
4789,1248,2003,NULL,A,A
4790,1248,2004,NULL,A,A
4791,1248,2005,NULL,A,A
4792,1248,2006,NULL,A,A
4793,1248,2007,NULL,A,A
4794,1248,2008,NULL,A,A
4795,1248,2009,NULL,A,A
4796,1248,2010,NULL,A,A
4797,1248,2011,NULL,A,A
4798,1248,2012,NULL,A,P
4799,1248,2013,NULL,A,SP
4800,1248,2014,NULL,A,SP
4801,1248,2015,NULL,A,SP
4802,1248,2016,NULL,A,SP
4803,1248,2017,NULL,A,SP
4804,1248,2018,NULL,A,SP
4805,1249,1982,0,C,A
4806,1249,1983,1,J,A
4807,1249,1984,2,J,A
4808,1249,1985,3,J,A
4809,1249,1986,4,J,A
4810,1249,1987,5,J,A
4811,1249,1988,6,J,A
4812,1249,1989,7,J,A
4813,1249,1990,8,J,A
4814,1249,1991,9,A,A
4815,1249,1992,10,A,A
4816,1249,1993,11,A,A
4817,1249,1994,12,A,A
4818,1249,1995,13,A,A
4819,1249,1996,14,A,A
4820,1249,1997,15,A,A
4821,1249,1998,16,A,A
4822,1249,1999,17,A,A
4823,1249,2000,18,A,A
4824,1249,2001,19,A,A
4825,1249,2002,20,A,A
4826,1249,2003,21,A,A
4827,1249,2004,22,A,A
4828,1249,2005,23,A,A
4829,1249,2006,24,A,A
4830,1249,2007,25,A,A
4831,1249,2008,26,A,A
4832,1249,2009,27,A,A
4833,1249,2010,28,A,A
4834,1249,2011,29,A,A
4835,1249,2012,30,A,A
4836,1249,2013,31,A,A
4837,1249,2014,32,A,A
4838,1249,2015,33,A,A
4839,1249,2016,34,A,A
4840,1249,2017,35,A,A
4841,1249,2018,36,A,A
4842,1250,1982,0,C,A
4843,1250,1983,1,J,A
4844,1250,1984,2,J,A
4845,1250,1985,3,J,A
4846,1250,1986,4,J,A
4847,1250,1987,5,J,A
4848,1250,1988,6,J,A
4849,1250,1989,7,J,A
4850,1250,1990,8,J,A
4851,1250,1991,9,A,A
4852,1250,1992,10,A,A
4853,1250,1993,11,A,A
4854,1250,1994,12,A,A
4855,1250,1995,13,A,A
4856,1250,1996,14,A,A
4857,1250,1997,15,A,A
4858,1250,1998,16,A,A
4859,1250,1999,17,A,A
4860,1250,2000,18,A,A
4861,1250,2001,19,A,A
4862,1250,2002,20,A,A
4863,1250,2003,21,A,A
4864,1250,2004,22,A,A
4865,1250,2005,23,A,A
4866,1250,2006,24,A,A
4867,1250,2007,25,A,A
4868,1250,2008,26,A,A
4869,1250,2009,27,A,A
4870,1250,2010,28,A,A
4871,1250,2011,29,A,A
4872,1250,2012,30,A,A
4873,1250,2013,31,A,A
4874,1250,2014,32,A,A
4875,1250,2015,33,A,A
4876,1250,2016,34,A,A
4877,1250,2017,35,A,A
4878,1250,2018,36,A,A
4879,1254,1981,NULL,U,A
4880,1254,1982,NULL,U,A
4881,1254,1983,NULL,U,A
4882,1254,1984,NULL,U,A
4883,1254,1985,NULL,A,A
4884,1254,1986,NULL,A,A
4885,1254,1987,NULL,A,A
4886,1254,1988,NULL,A,A
4887,1254,1989,NULL,A,A
4888,1254,1990,NULL,A,A
4889,1254,1991,NULL,A,A
4890,1254,1992,NULL,A,A
4891,1254,1993,NULL,A,A
4892,1254,1994,NULL,A,A
4893,1254,1995,NULL,A,A
4894,1254,1996,NULL,A,A
4895,1254,1997,NULL,A,A
4896,1254,1998,NULL,A,A
4897,1254,1999,NULL,A,A
4898,1254,2000,NULL,A,A
4899,1254,2001,NULL,A,P
4900,1254,2002,NULL,A,SP
4901,1254,2003,NULL,A,SP
4902,1254,2004,NULL,A,SP
4903,1254,2005,NULL,A,SP
4904,1254,2006,NULL,A,SP
4905,1254,2007,NULL,A,SP
4906,1254,2008,NULL,A,SP
4907,1254,2009,NULL,A,SP
4908,1254,2010,NULL,A,SP
4909,1254,2011,NULL,A,SP
4910,1254,2012,NULL,A,SP
4911,1254,2013,NULL,A,SP
4912,1254,2014,NULL,A,SP
4913,1254,2015,NULL,A,SP
4914,1254,2016,NULL,A,SP
4915,1254,2017,NULL,A,SP
4916,1254,2018,NULL,A,SP
4917,1259,1981,NULL,U,A
4918,1259,1982,NULL,U,A
4919,1259,1983,NULL,U,A
4920,1259,1984,NULL,U,A
4921,1259,1985,NULL,U,A
4922,1259,1986,NULL,U,A
4923,1259,1987,NULL,U,A
4924,1259,1988,NULL,U,P
4925,1259,1989,NULL,A,SP
4926,1259,1990,NULL,A,SP
4927,1259,1991,NULL,A,SP
4928,1259,1992,NULL,A,SP
4929,1259,1993,NULL,A,SP
4930,1259,1994,NULL,A,SP
4931,1259,1995,NULL,A,SP
4932,1259,1996,NULL,A,SP
4933,1259,1997,NULL,A,SP
4934,1259,1998,NULL,A,SP
4935,1259,1999,NULL,A,SP
4936,1259,2000,NULL,A,SP
4937,1259,2001,NULL,A,SP
4938,1259,2002,NULL,A,SP
4939,1259,2003,NULL,A,SP
4940,1259,2004,NULL,A,SP
4941,1259,2005,NULL,A,SP
4942,1259,2006,NULL,A,SP
4943,1259,2007,NULL,A,SP
4944,1259,2008,NULL,A,SP
4945,1259,2009,NULL,A,SP
4946,1259,2010,NULL,A,SP
4947,1259,2011,NULL,A,SP
4948,1259,2012,NULL,A,SP
4949,1259,2013,NULL,A,SP
4950,1259,2014,NULL,A,SP
4951,1259,2015,NULL,A,SP
4952,1259,2016,NULL,A,SP
4953,1259,2017,NULL,A,SP
4954,1259,2018,NULL,A,SP
4955,1264,1980,NULL,U,A
4956,1264,1981,NULL,A,A
4957,1264,1982,NULL,A,A
4958,1264,1983,NULL,A,A
4959,1264,1984,NULL,A,A
4960,1264,1985,NULL,A,A
4961,1264,1986,NULL,A,A
4962,1264,1987,NULL,A,A
4963,1264,1988,NULL,A,A
4964,1264,1989,NULL,A,A
4965,1264,1990,NULL,A,A
4966,1264,1991,NULL,A,P
4967,1264,1992,NULL,A,SP
4968,1264,1993,NULL,A,SP
4969,1264,1994,NULL,A,SP
4970,1264,1995,NULL,A,SP
4971,1264,1996,NULL,A,SP
4972,1264,1997,NULL,A,SP
4973,1264,1998,NULL,A,SP
4974,1264,1999,NULL,A,SP
4975,1264,2000,NULL,A,SP
4976,1264,2001,NULL,A,SP
4977,1264,2002,NULL,A,SP
4978,1264,2003,NULL,A,SP
4979,1264,2004,NULL,A,SP
4980,1264,2005,NULL,A,SP
4981,1264,2006,NULL,A,SP
4982,1264,2007,NULL,A,SP
4983,1264,2008,NULL,A,SP
4984,1264,2009,NULL,A,SP
4985,1264,2010,NULL,A,SP
4986,1264,2011,NULL,A,SP
4987,1264,2012,NULL,A,SP
4988,1264,2013,NULL,A,SP
4989,1264,2014,NULL,A,SP
4990,1264,2015,NULL,A,SP
4991,1264,2016,NULL,A,SP
4992,1264,2017,NULL,A,SP
4993,1264,2018,NULL,A,SP
4994,1265,1982,0,C,A
4995,1265,1983,1,J,A
4996,1265,1984,2,J,A
4997,1265,1985,3,J,A
4998,1265,1986,4,J,A
4999,1265,1987,5,J,A
5000,1265,1988,6,J,P
5001,1265,1989,7,J,SP
5002,1265,1990,8,J,SP
5003,1265,1991,9,A,SP
5004,1265,1992,10,A,SP
5005,1265,1993,11,A,SP
5006,1265,1994,12,A,SP
5007,1265,1995,13,A,SP
5008,1265,1996,14,A,SP
5009,1265,1997,15,A,SP
5010,1265,1998,16,A,SP
5011,1265,1999,17,A,SP
5012,1265,2000,18,A,SP
5013,1265,2001,19,A,SP
5014,1265,2002,20,A,SP
5015,1265,2003,21,A,SP
5016,1265,2004,22,A,SP
5017,1265,2005,23,A,SP
5018,1265,2006,24,A,SP
5019,1265,2007,25,A,SP
5020,1265,2008,26,A,SP
5021,1265,2009,27,A,SP
5022,1265,2010,28,A,SP
5023,1265,2011,29,A,SP
5024,1265,2012,30,A,SP
5025,1265,2013,31,A,SP
5026,1265,2014,32,A,SP
5027,1265,2015,33,A,SP
5028,1265,2016,34,A,SP
5029,1265,2017,35,A,SP
5030,1265,2018,36,A,SP
5031,1266,1982,NULL,A,A
5032,1266,1983,NULL,A,A
5033,1266,1984,NULL,A,A
5034,1266,1985,NULL,A,A
5035,1266,1986,NULL,A,A
5036,1266,1987,NULL,A,A
5037,1266,1988,NULL,A,A
5038,1266,1989,NULL,A,A
5039,1266,1990,NULL,A,A
5040,1266,1991,NULL,A,A
5041,1266,1992,NULL,A,A
5042,1266,1993,NULL,A,A
5043,1266,1994,NULL,A,A
5044,1266,1995,NULL,A,A
5045,1266,1996,NULL,A,A
5046,1266,1997,NULL,A,A
5047,1266,1998,NULL,A,A
5048,1266,1999,NULL,A,A
5049,1266,2000,NULL,A,A
5050,1266,2001,NULL,A,A
5051,1266,2002,NULL,A,A
5052,1266,2003,NULL,A,A
5053,1266,2004,NULL,A,A
5054,1266,2005,NULL,A,A
5055,1266,2006,NULL,A,A
5056,1266,2007,NULL,A,A
5057,1266,2008,NULL,A,A
5058,1266,2009,NULL,A,A
5059,1266,2010,NULL,A,A
5060,1266,2011,NULL,A,A
5061,1266,2012,NULL,A,A
5062,1266,2013,NULL,A,A
5063,1266,2014,NULL,A,A
5064,1266,2015,NULL,A,A
5065,1266,2016,NULL,A,A
5066,1266,2017,NULL,A,P
5067,1266,2018,NULL,A,SP
5068,1267,1982,0,C,A
5069,1267,1983,1,J,A
5070,1267,1984,2,J,A
5071,1267,1985,3,J,A
5072,1267,1986,4,J,A
5073,1267,1987,5,J,A
5074,1267,1988,6,J,A
5075,1267,1989,7,J,A
5076,1267,1990,8,J,A
5077,1267,1991,9,A,A
5078,1267,1992,10,A,A
5079,1267,1993,11,A,A
5080,1267,1994,12,A,A
5081,1267,1995,13,A,A
5082,1267,1996,14,A,A
5083,1267,1997,15,A,A
5084,1267,1998,16,A,A
5085,1267,1999,17,A,A
5086,1267,2000,18,A,A
5087,1267,2001,19,A,A
5088,1267,2002,20,A,A
5089,1267,2003,21,A,A
5090,1267,2004,22,A,A
5091,1267,2005,23,A,A
5092,1267,2006,24,A,D
5093,1268,1979,NULL,A,A
5094,1268,1980,NULL,A,A
5095,1268,1981,NULL,A,A
5096,1268,1982,NULL,A,A
5097,1268,1983,NULL,A,A
5098,1268,1984,NULL,A,A
5099,1268,1985,NULL,A,A
5100,1268,1986,NULL,A,A
5101,1268,1987,NULL,A,A
5102,1268,1988,NULL,A,A
5103,1268,1989,NULL,A,A
5104,1268,1990,NULL,A,A
5105,1268,1991,NULL,A,A
5106,1268,1992,NULL,A,OP
5107,1268,1993,NULL,A,OSP
5108,1268,1994,NULL,A,OSP
5109,1268,1995,NULL,A,R
5110,1268,1996,NULL,A,A
5111,1268,1997,NULL,A,A
5112,1268,1998,NULL,A,A
5113,1268,1999,NULL,A,A
5114,1268,2000,NULL,A,A
5115,1268,2001,NULL,A,A
5116,1268,2002,NULL,A,A
5117,1268,2003,NULL,A,A
5118,1268,2004,NULL,A,A
5119,1268,2005,NULL,A,A
5120,1268,2006,NULL,A,A
5121,1268,2007,NULL,A,A
5122,1268,2008,NULL,A,P
5123,1268,2009,NULL,A,SP
5124,1268,2010,NULL,A,SP
5125,1268,2011,NULL,A,SP
5126,1268,2012,NULL,A,SP
5127,1268,2013,NULL,A,SP
5128,1268,2014,NULL,A,SP
5129,1268,2015,NULL,A,SP
5130,1268,2016,NULL,A,SP
5131,1268,2017,NULL,A,SP
5132,1268,2018,NULL,A,SP
5133,1270,1980,NULL,U,A
5134,1270,1981,NULL,U,A
5135,1270,1982,NULL,U,A
5136,1270,1983,NULL,U,A
5137,1270,1984,NULL,U,A
5138,1270,1985,NULL,U,A
